BOLD sample ID	Family	Species	GenBank Accession	Sequence length	Country	Lat	Lon
ZMUO.000392	Silvanidae	Ahasverus advena	KJ964143	658[0n]	Finland	60.580	27.202
ZMUO.000593	Silvanidae	Ahasverus advena	KJ965716	658[0n]	Finland	65.037	25.454
ZMUO.000466	Staphylinidae	Aleochara bipustulata	KJ962686	658[0n]	Finland	64.969	24.720
ZMUO.004720	Staphylinidae	Aleochara bipustulata	KJ966744	658[0n]	Finland	61.510	29.577
ZMUO.007223	Staphylinidae	Aleochara bipustulata	KJ966729	658[0n]	Finland	60.526	27.737
MP00251	Staphylinidae	Aleochara bipustulata	HM909083	658[0n]	Finland	65.033	25.416
ZMUO.006795	Staphylinidae	Aleochara brevipennis	KJ962335	658[0n]	Finland	65.781	24.212
ZMUO.004263	Staphylinidae	Aleochara brevipennis	KJ962399	658[0n]	Finland	65.033	25.420
ZMUO.001082	Staphylinidae	Aleochara brevipennis	KJ962732	658[0n]	Finland	60.047	19.982
ZMUO.007222	Staphylinidae	Aleochara brevipennis	KJ964475	658[0n]	Finland	60.526	27.737
ZMUO.002063	Staphylinidae	Aleochara brevipennis	KJ963060	658[0n]	Finland	60.178	19.786
ZMUO.004214	Staphylinidae	Aleochara brundini	KJ964002	658[0n]	Finland	65.693	24.594
ZMUO.004219	Staphylinidae	Aleochara brundini	KJ965602	658[0n]	Finland	65.693	24.594
ZMUO.002992	Staphylinidae	Aleochara brundini	KJ963570	658[0n]	Finland	69.409	25.817
ZMUO.002993	Staphylinidae	Aleochara brundini	KJ966987	658[0n]	Finland	69.409	25.817
ZMUO.002994	Staphylinidae	Aleochara brundini	KJ965894	596[0n]	Finland	69.409	25.817
ZMUO.002044	Staphylinidae	Aleochara brundini	KJ965645	658[0n]	Finland	69.984	27.985
ZMUO.002559	Staphylinidae	Aleochara curtula	KJ966207	658[0n]	Finland	65.056	25.545
ZMUO.002560	Staphylinidae	Aleochara curtula	KJ963912	658[0n]	Finland	65.056	25.545
ZMUO.002561	Staphylinidae	Aleochara curtula	KJ964603	658[0n]	Finland	65.056	25.545
ZMUO.004511	Staphylinidae	Aleochara grisea	KJ967074	658[0n]	Finland	59.825	23.010
ZMUO.004512	Staphylinidae	Aleochara grisea	KJ962319	658[0n]	Finland	59.825	23.010
ZMUO.004536	Staphylinidae	Aleochara grisea	KJ965163	658[0n]	Finland	59.825	23.010
ZMUO.004261	Staphylinidae	Aleochara inconspicua	KJ964278	658[0n]	Finland	65.033	25.420
ZMUO.004262	Staphylinidae	Aleochara inconspicua	KJ967189	658[0n]	Finland	65.033	25.420
ZMUO.007225	Staphylinidae	Aleochara inconspicua	KJ961884	658[0n]	Finland	60.526	27.737
ZMUO.007226	Staphylinidae	Aleochara inconspicua	KJ963880	658[0n]	Finland	60.526	27.737
ZMUO.001685	Staphylinidae	Aleochara inconspicua	KJ963819	658[0n]	Finland	65.033	25.418
ZMUO.006149	Staphylinidae	Aleochara intricata	KJ963961	658[0n]	Sweden	56.501	16.466
ZMUO.000774	Staphylinidae	Aleochara lanuginosa	KJ965577	658[0n]	Finland	67.233	28.388
ZMUO.000785	Staphylinidae	Aleochara lanuginosa	KJ962305	658[0n]	Finland	63.660	29.095
ZMUO.000787	Staphylinidae	Aleochara lanuginosa	KJ965568	658[0n]	Finland	63.660	29.095
ZMUO.002027	Staphylinidae	Aleochara lanuginosa	KJ961863	658[0n]	Finland	64.417	27.677
ZMUO.001250	Staphylinidae	Aleochara moerens	KJ963979	658[0n]	Finland	66.369	29.319
ZMUO.001310	Staphylinidae	Aleochara moerens	KJ962551	658[0n]	Finland	66.369	29.319
ZMUO.001668	Staphylinidae	Aleochara moerens	KJ962438	657[1n]	Finland	66.373	29.314
ZMUO.002371	Staphylinidae	Aleochara moerens	KJ965667	658[0n]	Finland	69.863	27.014
ZMUO.003748	Staphylinidae	Aleochara moerens	KJ966444	658[0n]	Finland	66.378	29.440
ZMUO.003749	Staphylinidae	Aleochara moerens	KJ966396	658[0n]	Finland	66.378	29.440
ZMUO.004121	Staphylinidae	Aleochara sparsa	KJ964719	658[0n]	Finland	61.012	25.651
ZMUO.001115	Staphylinidae	Alianta incana	KJ966877	658[0n]	Finland	60.233	19.919
ZMUO.001116	Staphylinidae	Alianta incana	KJ962904	658[0n]	Finland	60.233	19.919
ZMUO.001122	Staphylinidae	Alianta incana	KJ965087	658[0n]	Finland	60.233	19.919
ZMUO.001407	Staphylinidae	Alianta incana	KJ965251	658[0n]	Finland	61.532	25.822
ZMUO.001408	Staphylinidae	Alianta incana	KJ963284	658[0n]	Finland	61.532	25.822
ZMUO.001154	Staphylinidae	Aloconota gregaria	KJ964946	636[0n]	Estonia	57.844	27.466
ZMUO.001011	Staphylinidae	Aloconota gregaria	KJ963532	658[0n]	Finland	60.240	19.484
ZMUO.001014	Staphylinidae	Aloconota gregaria	KJ963278	658[0n]	Finland	60.240	19.484
ZMUO.001851	Staphylinidae	Aloconota gregaria	KJ964270	658[0n]	Finland	60.189	21.926
ZMUO.002294	Staphylinidae	Aloconota gregaria	KJ964574	658[0n]	Finland	64.337	27.088
ZMUO.001368	Staphylinidae	Aloconota gregaria	KJ966932	658[0n]	Finland	65.037	24.564
ZMUO.001369	Staphylinidae	Aloconota gregaria	KJ966251	658[0n]	Finland	65.037	24.564
ZMUO.002318	Staphylinidae	Aloconota insecta	KJ963339	658[0n]	Finland	65.116	25.829
ZMUO.002326	Staphylinidae	Aloconota insecta	KJ967179	658[0n]	Finland	65.116	25.829
ZMUO.005503	Cerambycidae	Alosterna tabacicolor	KJ966031	658[0n]	Finland	61.068	28.732
ZMUO.000552	Cerambycidae	Alosterna tabacicolor	KJ965615	658[0n]	Finland	64.419	28.223
ZMUO.005243	Cerambycidae	Alosterna tabacicolor	KJ965646	658[0n]	Finland	61.454	27.404
ZMUO.001873	Cerambycidae	Alosterna tabacicolor	KJ967479	658[0n]	Finland	63.914	29.843
ZMUO.005842	Cerambycidae	Alosterna tabacicolor	KJ961935	658[0n]	Sweden	57.016	16.118
ZMUO.000396	Tenebrionidae	Alphitophagus bifasciatus	KJ963732	658[0n]	Finland	60.580	27.202
ZMUO.000434	Tenebrionidae	Alphitophagus bifasciatus	KJ963769	658[0n]	Finland	60.580	27.202
ZMUO.004247	Chrysomelidae	Altica brevicollis	KJ966580	658[0n]	Estonia	58.584	23.569
ZMUO.004248	Chrysomelidae	Altica brevicollis	KJ967139	658[0n]	Estonia	58.584	23.569
ZMUO.004249	Chrysomelidae	Altica brevicollis	KJ962835	658[0n]	Estonia	58.584	23.569
ZMUO.004329	Chrysomelidae	Altica carinthiaca	KJ963505	658[0n]	Finland	60.164	24.713
ZMUO.004330	Chrysomelidae	Altica carinthiaca	KJ965851	657[1n]	Finland	60.164	24.713
ZMUO.005395	Chrysomelidae	Altica chamaenerii	KJ963289	599[1n]	Finland	61.456	27.403
ZMUO.006508	Chrysomelidae	Altica chamaenerii	KJ962255	631[0n]	Finland	61.554	29.512
ZMUO.005936	Chrysomelidae	Altica chamaenerii	KJ965872	658[0n]	Finland	60.314	24.258
ZMUO.004338	Chrysomelidae	Altica chamaenerii	KJ963283	658[0n]	Finland	60.101	24.312
ZMUO.006490	Chrysomelidae	Altica chamaenerii	KJ963827	656[2n]	Finland	60.370	22.243
ZMUO.006380	Chrysomelidae	Altica chamaenerii	KJ965187	654[4n]	Finland	60.207	22.326
ZMUO.006381	Chrysomelidae	Altica chamaenerii	KJ967485	658[0n]	Finland	60.207	22.326
ZMUO.007448	Chrysomelidae	Altica engstromi	KJ965591	658[0n]	Estonia	58.017	25.879
ZMUO.006110	Chrysomelidae	Altica engstromi	KJ962940	653[5n]	Finland	66.172	23.860
ZMUO.006111	Chrysomelidae	Altica engstromi	KJ964883	654[4n]	Finland	66.172	23.860
ZMUO.006112	Chrysomelidae	Altica engstromi	KJ962965	653[5n]	Finland	66.172	23.860
ZMUO.006113	Chrysomelidae	Altica engstromi	KJ966813	644[4n]	Finland	66.172	23.860
ZMUO.004318	Chrysomelidae	Altica engstromi	KJ965609	611[5n]	Finland	60.176	24.698
ZMUO.004324	Chrysomelidae	Altica engstromi	KJ961936	625[2n]	Finland	60.155	24.721
ZMUO.006030	Chrysomelidae	Altica engstromi	KJ966317	658[0n]	Finland	65.860	24.164
ZMUO.006184	Chrysomelidae	Altica longicollis	KJ962238	651[0n]	Finland	66.750	26.502
ZMUO.007449	Chrysomelidae	Altica opacifrons	KJ966716	658[0n]	Estonia	58.017	25.879
ZMUO.007450	Chrysomelidae	Altica opacifrons	KJ964966	658[0n]	Estonia	58.017	25.879
ZMUO.006573	Chrysomelidae	Altica opacifrons	KJ962078	658[0n]	Finland	66.369	29.478
ZMUO.007092	Chrysomelidae	Altica palustris	KJ965393	658[0n]	Finland	60.232	19.919
ZMUO.007093	Chrysomelidae	Altica palustris	KJ966418	658[0n]	Finland	60.232	19.919
ZMUO.004333	Chrysomelidae	Altica palustris	KJ961904	631[0n]	Finland	60.154	24.720
ZMUO.006378	Chrysomelidae	Altica palustris	KJ964560	658[0n]	Finland	60.207	22.326
ZMUO.006379	Chrysomelidae	Altica palustris	KJ962216	658[0n]	Finland	60.207	22.326
ZMUO.007393	Curculionidae	Amalus scortillum	KJ961793	658[0n]	Finland	59.825	23.046
ZMUO.006018	Carabidae	Amara aenea	KJ965182	615[0n]	Finland	60.212	20.242
ZMUO.004325	Carabidae	Amara aenea	KJ966903	658[0n]	Finland	60.307	24.802
ZMUO.006146	Carabidae	Amara aenea	KJ962272	658[0n]	Sweden	56.501	16.466
ZMUO.006147	Carabidae	Amara aenea	KJ961903	658[0n]	Sweden	56.501	16.466
ZMUO.006428	Carabidae	Amara aenea	KJ964730	658[0n]	Sweden	56.750	16.547
ZMUO.005991	Carabidae	Amara alpina	KJ964249	658[0n]	Finland	69.090	21.104
ZMUO.005992	Carabidae	Amara alpina	KJ964396	658[0n]	Finland	69.090	21.104
ZMUO.001486	Carabidae	Amara alpina	KJ964115	658[0n]	Finland	70.059	27.889
ZMUO.001360	Carabidae	Amara apricaria	KJ966483	658[0n]	Finland	65.037	24.564
ZMUO.001498	Carabidae	Amara apricaria	KJ967254	658[0n]	Finland	65.001	25.227
ZMUO.005710	Carabidae	Amara aulica	KJ965116	658[0n]	Finland	60.212	20.240
ZMUO.005265	Carabidae	Amara aulica	KJ965957	658[0n]	Finland	66.366	25.381
ZMUO.001443	Carabidae	Amara aulica	KJ962816	658[0n]	Finland	65.033	25.418
ZMUO.006214	Carabidae	Amara aulica	KJ966702	658[0n]	Finland	66.411	26.182
ZMUO.005190	Carabidae	Amara aulica	KJ961751	622[0n]	Finland	60.163	24.721
ZMUO.005714	Carabidae	Amara bifrons	KJ964486	658[0n]	Finland	60.212	20.240
ZMUO.004416	Carabidae	Amara bifrons	KJ965673	658[0n]	Finland	60.224	25.164
ZMUO.003937	Carabidae	Amara bifrons	KJ962759	658[0n]	Finland	60.025	22.505
ZMUO.004487	Carabidae	Amara brunnea	KJ964839	658[0n]	Finland	60.455	22.287
ZMUO.004401	Carabidae	Amara brunnea	KJ964616	658[0n]	Finland	60.183	24.699
ZMUO.006268	Carabidae	Amara brunnea	KJ967315	658[0n]	Finland	66.398	25.209
ZMUO.006821	Carabidae	Amara brunnea	KJ963402	658[0n]	Finland	59.957	23.067
ZMUO.000388	Carabidae	Amara communis	KJ963927	658[0n]	Finland	60.580	27.202
ZMUO.005888	Carabidae	Amara communis	KJ962110	658[0n]	Finland	60.111	22.944
ZMUO.005127	Carabidae	Amara communis	KJ965474	658[0n]	Finland	61.450	27.413
ZMUO.004871	Carabidae	Amara communis	KJ964684	658[0n]	Finland	60.128	24.696
ZMUO.005110	Carabidae	Amara consularis	KJ965328	615[0n]	Finland	60.063	24.710
ZMUO.005591	Carabidae	Amara consularis	KJ964940	632[0n]	Finland	60.314	24.258
ZMUO.005193	Carabidae	Amara consularis	KJ963160	642[0n]	Finland	60.163	24.721
ZMUO.004323	Carabidae	Amara convexiuscula	KJ963524	658[0n]	Finland	60.307	24.802
ZMUO.005235	Carabidae	Amara cursitans	KJ962458	656[2n]	Finland	61.528	27.160
ZMUO.005040	Carabidae	Amara equestris	KJ963481	658[0n]	Finland	60.099	24.304
ZMUO.005041	Carabidae	Amara equestris	KJ962017	658[0n]	Finland	60.099	24.304
ZMUO.006003	Carabidae	Amara erratica	KJ962460	658[0n]	Finland	67.756	29.048
ZMUO.006914	Carabidae	Amara erratica	KJ962288	658[0n]	Finland	68.053	24.065
ZMUO.006029	Carabidae	Amara erratica	KJ966745	658[0n]	Finland	67.805	29.287
ZMUO.005097	Carabidae	Amara eurynota	KJ964361	656[2n]	Finland	60.224	25.164
ZMUO.006703	Carabidae	Amara famelica	KJ963389	658[0n]	Finland	60.090	19.917
ZMUO.004861	Carabidae	Amara famelica	KJ965327	658[0n]	Finland	60.128	24.696
ZMUO.004394	Carabidae	Amara famelica	KJ965680	658[0n]	Finland	60.307	24.802
ZMUO.000499	Carabidae	Amara familiaris	KJ964866	658[0n]	Finland	65.116	25.829
ZMUO.000520	Carabidae	Amara familiaris	KJ967402	658[0n]	Finland	65.116	25.829
ZMUO.003145	Carabidae	Amara familiaris	KJ962483	658[0n]	Finland	65.901	24.471
ZMUO.004442	Carabidae	Amara familiaris	KJ966453	634[0n]	Finland	61.438	27.384
ZMUO.005260	Carabidae	Amara fulva	KJ967516	658[0n]	Finland	65.287	25.382
ZMUO.001359	Carabidae	Amara fulva	KJ965697	658[0n]	Finland	65.037	24.564
ZMUO.004372	Carabidae	Amara fulva	KJ961924	658[0n]	Finland	60.307	24.802
ZMUO.004257	Carabidae	Amara gebleri	KJ966413	658[0n]	Finland	65.033	25.420
MP00425	Carabidae	Amara gebleri	HQ559264	626[0n]	Finland	63.090	22.966
ZMUO.001432	Carabidae	Amara hyperborea	KJ966331	658[0n]	Finland	70.059	27.889
ZMUO.005141	Carabidae	Amara ingenua	KJ966211	658[0n]	Finland	60.530	27.683
ZMUO.001003	Carabidae	Amara ingenua	KJ964060	658[0n]	Finland	60.240	19.484
ZMUO.001077	Carabidae	Amara ingenua	KJ964623	658[0n]	Finland	60.240	19.484
ZMUO.005819	Carabidae	Amara lucida	KJ967310	658[0n]	Sweden	56.528	16.532
ZMUO.000627	Carabidae	Amara lunicollis	KJ962433	658[0n]	Finland	65.116	25.829
ZMUO.002418	Carabidae	Amara lunicollis	KJ965895	658[0n]	Finland	60.046	19.977
ZMUO.005266	Carabidae	Amara lunicollis	KJ967365	658[0n]	Finland	66.366	25.381
ZMUO.004441	Carabidae	Amara lunicollis	KJ964619	658[0n]	Finland	60.151	24.560
ZMUO.005143	Carabidae	Amara majuscula	KJ967177	653[0n]	Finland	60.530	27.683
ZMUO.001375	Carabidae	Amara majuscula	KJ966578	658[0n]	Finland	59.840	23.020
ZMUO.005192	Carabidae	Amara majuscula	KJ966845	658[0n]	Finland	60.163	24.721
ZMUO.004879	Carabidae	Amara municipalis	KJ961769	658[0n]	Finland	60.156	24.719
ZMUO.005098	Carabidae	Amara municipalis	KJ964743	657[1n]	Finland	60.224	25.164
ZMUO.005099	Carabidae	Amara municipalis	KJ963868	658[0n]	Finland	60.224	25.164
ZMUO.006426	Carabidae	Amara municipalis	KJ962643	658[0n]	Sweden	56.750	16.547
ZMUO.000496	Carabidae	Amara ovata	KJ962941	658[0n]	Finland	65.116	25.829
ZMUO.006094	Carabidae	Amara ovata	KJ965485	658[0n]	Finland	66.172	23.860
ZMUO.004320	Carabidae	Amara ovata	KJ964873	658[0n]	Finland	60.224	25.164
ZMUO.004749	Carabidae	Amara ovata	KJ966993	658[0n]	Finland	65.060	25.471
ZMUO.003342	Carabidae	Amara ovata	KJ966330	658[0n]	Finland	65.063	25.471
ZMUO.006461	Carabidae	Amara ovata	KJ963937	658[0n]	Finland	61.204	26.050
ZMUO.006952	Carabidae	Amara plebeja	KJ963109	632[0n]	Finland	65.812	24.692
ZMUO.006953	Carabidae	Amara plebeja	KJ961745	658[0n]	Finland	65.812	24.692
ZMUO.004319	Carabidae	Amara plebeja	KJ966529	658[0n]	Finland	61.456	27.403
ZMUO.007203	Carabidae	Amara plebeja	KJ962269	658[0n]	Finland	60.526	27.737
ZMUO.004878	Carabidae	Amara plebeja	KJ966005	658[0n]	Finland	60.169	24.595
ZMUO.005142	Carabidae	Amara quenseli	KJ966017	622[0n]	Finland	60.530	27.683
ZMUO.004229	Carabidae	Amara quenseli	KJ962051	658[0n]	Finland	68.053	24.065
ZMUO.002283	Carabidae	Amara quenseli	KJ962708	658[0n]	Finland	64.337	27.088
ZMUO.005180	Carabidae	Amara quenseli	KJ967396	651[0n]	Finland	60.436	23.613
ZMUO.004336	Carabidae	Amara similata	KJ966405	633[0n]	Finland	61.442	27.381
ZMUO.003841	Carabidae	Amara similata	KJ964643	658[0n]	Finland	61.065	28.195
ZMUO.004739	Carabidae	Amara tibialis	KJ967431	658[0n]	Finland	65.037	25.454
ZMUO.006144	Carabidae	Amara tibialis	KJ963800	658[0n]	Sweden	56.501	16.466
ZMUO.006145	Carabidae	Amara tibialis	KJ965310	658[0n]	Sweden	56.501	16.466
ZMUO.003130	Carabidae	Amara torrida	KJ962175	658[0n]	Finland	67.533	23.953
ZMUO.003216	Carabidae	Amara torrida	KJ965549	658[0n]	Finland	69.409	25.817
ZMUO.003107	Carabidae	Amara torrida	KJ963047	658[0n]	Finland	68.055	24.081
ZMUO.007360	Carabidae	Amara torrida	KJ965312	658[0n]	Finland	70.059	27.889
ZMUO.000578	Staphylinidae	Amischa analis	KJ964125	658[0n]	Finland	64.969	24.720
ZMUO.004264	Staphylinidae	Amischa analis	KJ963127	658[0n]	Finland	65.033	25.420
ZMUO.001837	Staphylinidae	Amischa analis	KJ961856	651[0n]	Finland	60.070	19.960
ZMUO.000421	Staphylinidae	Amischa analis	KJ967344	658[0n]	Finland	60.580	27.202
ZMUO.002297	Staphylinidae	Amischa analis	KJ967089	658[0n]	Finland	64.337	27.088
ZMUO.002296	Staphylinidae	Amischa bifoveolata	KJ962931	658[0n]	Finland	64.337	27.088
ZMUO.002298	Staphylinidae	Amischa bifoveolata	KJ965513	658[0n]	Finland	64.337	27.088
ZMUO.001521	Staphylinidae	Amischa bifoveolata	KJ965230	658[0n]	Finland	65.033	25.418
ZMUO.001157	Staphylinidae	Amischa decipiens	KJ964336	658[0n]	Estonia	57.844	27.466
ZMUO.001614	Elateridae	Ampedus balteatus	KJ964419	658[0n]	Finland	65.116	25.829
ZMUO.000749	Elateridae	Ampedus balteatus	KJ964527	658[0n]	Finland	61.246	28.891
ZMUO.003395	Elateridae	Ampedus balteatus	KJ965448	658[0n]	Finland	59.837	23.164
ZMUO.001516	Elateridae	Ampedus balteatus	KJ964318	655[3n]	Finland	65.132	25.947
ZMUO.006509	Elateridae	Ampedus balteatus	KJ964363	658[0n]	Finland	61.554	29.512
ZMUO.004868	Elateridae	Ampedus balteatus	KJ964394	633[0n]	Finland	60.160	24.578
ZMUO.005363	Elateridae	Ampedus balteatus	KJ966527	629[0n]	Finland	60.151	24.560
ZMUO.003970	Elateridae	Ampedus balteatus	KJ967483	658[0n]	Finland	65.137	25.855
ZMUO.003969	Elateridae	Ampedus nigrinus	KJ962215	658[0n]	Finland	65.137	25.855
ZMUO.001520	Elateridae	Ampedus pomonae	KJ964958	658[0n]	Finland	65.132	25.947
ZMUO.003303	Elateridae	Ampedus pomorum	KJ964300	658[0n]	Estonia	58.278	27.328
ZMUO.005903	Elateridae	Ampedus pomorum	KJ966895	658[0n]	Finland	64.949	25.414
ZMUO.001500	Elateridae	Ampedus pomorum	KJ966520	658[0n]	Finland	65.001	25.227
ZMUO.005663	Elateridae	Ampedus sanguinolentus	KJ962477	658[0n]	Finland	60.165	19.534
ZMUO.005665	Elateridae	Ampedus sanguinolentus	KJ965819	628[0n]	Finland	60.165	19.534
ZMUO.002417	Elateridae	Ampedus sanguinolentus	KJ966894	658[0n]	Finland	60.046	19.977
ZMUO.006190	Elateridae	Ampedus suecicus	KJ966086	658[0n]	Finland	66.309	25.127
ZMUO.003293	Elateridae	Ampedus tristis	KJ963858	658[0n]	Estonia	58.278	27.328
ZMUO.005267	Elateridae	Ampedus tristis	KJ966514	658[0n]	Finland	66.366	25.381
ZMUO.001519	Elateridae	Ampedus tristis	KJ964346	656[2n]	Finland	65.132	25.947
MP00197	Elateridae	Ampedus tristis	HM909065	658[0n]	Finland	64.981	25.729
ZMUO.000622	Leiodidae	Amphicyllis globus	KJ966704	658[0n]	Finland	65.116	25.829
ZMUO.003154	Leiodidae	Amphicyllis globus	KJ964035	657[1n]	Finland	65.901	24.471
ZMUO.005458	Leiodidae	Amphicyllis globus	KJ966174	655[0n]	Finland	61.456	27.403
ZMUO.005603	Scarabaeidae	Amphimallon solstitiale	KJ962033	621[1n]	Finland	60.211	20.240
ZMUO.005604	Scarabaeidae	Amphimallon solstitiale	KJ962280	629[0n]	Finland	60.211	20.240
ZMUO.005605	Scarabaeidae	Amphimallon solstitiale	KJ966342	628[1n]	Finland	60.211	20.240
ZMUO.007244	Scarabaeidae	Amphimallon solstitiale	KJ963326	658[0n]	Finland	60.226	25.164
ZMUO.007246	Scarabaeidae	Amphimallon solstitiale	KJ964943	613[1n]	Finland	60.490	27.725
ZMUO.004841	Scarabaeidae	Amphimallon solstitiale	KJ963483	658[0n]	Finland	59.973	23.445
ZMUO.007485	Hydrophilidae	Anacaena globulus	KJ964660	658[0n]	Finland	61.781	22.762
ZMUO.007486	Hydrophilidae	Anacaena globulus	KJ961765	658[0n]	Finland	61.781	22.762
ZMUO.007487	Hydrophilidae	Anacaena globulus	KJ964822	658[0n]	Finland	61.781	22.762
ZMUO.004496	Hydrophilidae	Anacaena lutescens	KJ963595	658[0n]	Finland	60.172	23.913
ZMUO.004504	Hydrophilidae	Anacaena lutescens	KJ964429	658[0n]	Finland	59.915	23.226
ZMUO.001055	Hydrophilidae	Anacaena lutescens	KJ964508	658[0n]	Finland	60.012	20.186
ZMUO.001609	Hydrophilidae	Anacaena lutescens	KJ965589	658[0n]	Finland	64.969	24.720
ZMUO.005411	Hydrophilidae	Anacaena lutescens	KJ965839	658[0n]	Finland	61.456	27.403
ZMUO.005970	Hydrophilidae	Anacaena lutescens	KJ965776	658[0n]	Sweden	56.938	16.406
ZMUO.005513	Cerambycidae	Anaglyptus mysticus	KJ966553	633[0n]	Sweden	56.768	16.618
ZMUO.005516	Cerambycidae	Anaglyptus mysticus	KJ965874	635[0n]	Sweden	56.768	16.618
ZMUO.003251	Scraptiidae	Anaspis arctica	KJ965545	658[0n]	Finland	68.454	28.431
ZMUO.007041	Scraptiidae	Anaspis arctica	KJ964288	658[0n]	Finland	68.091	24.103
ZMUO.002465	Scraptiidae	Anaspis arctica	KJ963683	658[0n]	Finland	68.421	27.440
ZMUO.003931	Scraptiidae	Anaspis arctica	KJ967410	658[0n]	Finland	65.116	25.829
ZMUO.003932	Scraptiidae	Anaspis arctica	KJ962786	658[0n]	Finland	65.116	25.829
ZMUO.006614	Scraptiidae	Anaspis arctica	KJ963867	658[0n]	Finland	66.288	29.646
ZMUO.004004	Scraptiidae	Anaspis bohemica	KJ962119	658[0n]	Finland	64.391	25.881
ZMUO.005934	Scraptiidae	Anaspis bohemica	KJ964102	658[0n]	Finland	60.314	24.258
ZMUO.005826	Scraptiidae	Anaspis brunnipes	KJ964904	658[0n]	Sweden	56.528	16.532
ZMUO.007143	Scraptiidae	Anaspis flava	KJ964469	658[0n]	Sweden	56.539	16.412
ZMUO.007172	Scraptiidae	Anaspis flava	KJ967234	658[0n]	Sweden	56.539	16.412
ZMUO.006444	Scraptiidae	Anaspis flava	KJ962488	658[0n]	Sweden	56.750	16.547
ZMUO.007428	Scraptiidae	Anaspis frontalis	KJ963249	658[0n]	Estonia	58.017	25.879
ZMUO.003173	Scraptiidae	Anaspis frontalis	KJ965970	658[0n]	Finland	65.901	24.471
ZMUO.007160	Scraptiidae	Anaspis frontalis	KJ967489	658[0n]	Sweden	56.539	16.412
ZMUO.005861	Scraptiidae	Anaspis frontalis	KJ966489	658[0n]	Sweden	57.016	16.118
ZMUO.007042	Scraptiidae	Anaspis rufilabris	KJ965432	658[0n]	Finland	68.091	24.103
ZMUO.007043	Scraptiidae	Anaspis rufilabris	KJ963370	658[0n]	Finland	68.091	24.103
ZMUO.003953	Scraptiidae	Anaspis rufilabris	KJ966509	658[0n]	Finland	60.177	22.085
ZMUO.003954	Scraptiidae	Anaspis rufilabris	KJ967269	658[0n]	Finland	60.177	22.085
ZMUO.003955	Scraptiidae	Anaspis rufilabris	KJ964162	651[0n]	Finland	60.177	22.085
ZMUO.001898	Scraptiidae	Anaspis rufilabris	KJ966995	658[0n]	Finland	59.930	20.978
ZMUO.005319	Scraptiidae	Anaspis thoracica	KJ963608	658[0n]	Finland	60.184	24.692
ZMUO.006170	Scraptiidae	Anaspis thoracica	KJ967171	658[0n]	Finland	60.003	20.157
ZMUO.003952	Scraptiidae	Anaspis thoracica	KJ963949	658[0n]	Finland	60.177	22.085
ZMUO.004675	Coccinellidae	Anatis ocellata	KJ963933	658[0n]	Finland	59.825	23.010
ZMUO.000750	Coccinellidae	Anatis ocellata	KJ964254	658[0n]	Finland	61.902	29.817
ZMUO.001362	Coccinellidae	Anatis ocellata	KJ962284	658[0n]	Finland	65.037	24.564
ZMUO.007483	Staphylinidae	Anaulacaspis nigra	KJ964864	657[1n]	Estonia	58.253	26.411
ZMUO.007484	Staphylinidae	Anaulacaspis nigra	KJ963762	657[1n]	Estonia	58.253	26.411
ZMUO.007240	Staphylinidae	Anaulacaspis nigra	KJ962526	658[0n]	Finland	60.516	27.205
ZMUO.004331	Carabidae	Anchomenus dorsalis	KJ964098	649[0n]	Finland	60.224	25.164
ZMUO.007333	Carabidae	Anchomenus dorsalis	KJ964367	658[0n]	Finland	60.263	19.978
ZMUO.004332	Carabidae	Anchomenus dorsalis	KJ964401	649[0n]	Finland	61.456	27.403
ZMUO.007187	Aderidae	Anidorus nigrinus	KJ962434	658[0n]	Finland	60.572	27.196
ZMUO.007242	Aderidae	Anidorus nigrinus	KJ965104	657[0n]	Finland	60.516	27.205
ZMUO.005741	Carabidae	Anisodactylus binotatus	KJ962246	658[0n]	Finland	60.218	19.549
ZMUO.004321	Carabidae	Anisodactylus binotatus	KJ963562	658[0n]	Finland	60.155	24.721
ZMUO.004322	Carabidae	Anisodactylus binotatus	KJ961844	636[0n]	Finland	61.438	27.384
ZMUO.007082	Coccinellidae	Anisosticta novemdecimpunctata	KJ961873	658[0n]	Finland	60.232	19.919
ZMUO.000951	Coccinellidae	Anisosticta novemdecimpunctata	KJ967187	658[0n]	Finland	60.233	19.919
ZMUO.006851	Coccinellidae	Anisosticta novemdecimpunctata	KJ966970	632[0n]	Finland	66.869	27.457
ZMUO.005352	Coccinellidae	Anisosticta novemdecimpunctata	KJ963598	634[0n]	Finland	60.155	24.721
ZMUO.004897	Coccinellidae	Anisosticta novemdecimpunctata	KJ962106	658[0n]	Finland	59.833	23.273
ZMUO.007318	Coccinellidae	Anisosticta novemdecimpunctata	KJ965639	658[0n]	Finland	61.053	28.647
ZMUO.006609	Coccinellidae	Anisosticta novemdecimpunctata	KJ966548	658[0n]	Finland	66.288	29.646
ZMUO.000621	Leiodidae	Anisotoma axillaris	KJ966373	658[0n]	Finland	65.116	25.829
ZMUO.004002	Leiodidae	Anisotoma axillaris	KJ961811	658[0n]	Finland	64.391	25.881
